,text,label
2350,how does the speed the magnet spins in a generator affect the output of the generator,0
2351,how much coca cola is drunk in one day in the world,13
2352,what is the origin of the ethnic category caucasian,12
2353,name the operating system that runs on ibmcompatible machines,14
2354,how many people are taller than 7 feet,13
2355,how much money can a person be fined for having a dog on a beach,26
2356,what is the speed of the mississippi river,38
2357,what is the salary of a us representative,26
2358,where did surfing originate,16
2359,what baseball expression came from the nautical term for ships sailing between the atlantic and pacific before the panama canal,12
2360,what kind of file has the extension dbf,14
2361,who created big ben,4
2362,how many years old is benny carter,13
2363,what is the world s largest distilling company,5
2364,how did socrates die,0
2365,what was simple simon fishing for in his mother s pail,14
2366,what is meant by capital market,7
2367,which rockefeller was sometimes called jdr3,4
2368,what does the method called cold fusion create,32
2369,how many countries watch mtv europe,13
2370,how does a copier work,0
2371,what is the english translation for the word caliente,21
2372,which came first according to genesis 1 2 22 the chicken or the egg,2
2373,what layer of the atmosphere contains most of the ozone layer,14
2374,what is jane goodall famous for,9
2375,what is pittsburgh s baseball team called,5
2376,why do you say god bless you when people sneeze,9
2377,where is former pro wrestler johnny rubber man walker,16
2378,what is the most expensive car in the world,27
2379,how does zatanna perform her magic in dc comics,0
2380,how many furlongs are there in a mileandaquarter recetrack,13
2381,what did shostakovich write for rostropovich,1
2382,how many james bond novels are there,13
2383,who invented the horoscope,4
2384,what is june s birthstone,7
2385,what two countries are linked by the brenner pass,19
2386,why do people get calluses,9
2387,how big is a baby bald eagle,33
2388,what year did degas create the bronze sculpture fourth position front,8
2389,what are fingernails made of,29
2390,when did the bounty mutiny take place,8
2391,what is the average cost for four years of medical school,26
2392,what japanese manufacturer is known for both its pianos and its motorcycles,5
2393,what is infomatics,7
2394,what field sport did dentist william beers promote and write a standard book of rules for,30
2395,what are all the southern states of the us,11
2396,how do i know if i am pregnant,0
2397,who is stephen hawking,34
2398,what italian leader had a lifelong fear of the evil eye,4
2399,who should i call to get a tour of the new york stock exchange,4
2400,what will a kid eat the middle of and save the chocolate on the outside for last,18
2401,what was the occupation of mandy ricedavies,6
2402,what are bellworts,7
2403,what is the oldest website on the internet,16
2404,what is bella abzug s sartorial trademark,14
2405,what are the environmental influences on plant genetics,12
2406,what percentage of children between the ages of two and eleven watch the simpsons,41
2407,what is the date of boxing day,8
2408,when was the ussr dissolved,8
2409,what causes blue balls,9
2410,what city is the kentucky horse park near,22
2411,what is george lucas s email address,16
2412,what high school does archie attend,5
2413,when was beethoven born,8
2414,what was the vietnam war,7
2415,how tall is the replica of the matterhorn at disneyland,43
2416,who gave king arthur the round table,4
2417,what toy company is the world s no1 maker of female apparel,5
2418,what english word contains the most letters,39
2419,how many lawyers are there in the state of new jersey,13
2420,how did serfdom develop in and then leave russia,0
2421,what happened in the city of dogtown in 1899,12
2422,what nuclearpowered russian submarine sank in the norwegian sea on april 7 1989,47
2423,what is bottled in jeroboams,14
2424,how does marijuana lead to other drugs,0
2425,what was mae west s last film,1
2426,what are fortune 500 companies,7
2427,name the four horsemen of the apocalypse,4
2428,what is hydroelectricity,7
2429,how far can a human eye see,43
2430,what deck of cards includes the wheel of fortune the lovers and death,14
2431,what is widely used to detect prenatal birth defects,14
2432,what is the us federal government website for standard industrial classification codes sic,16
2433,how do you write a correct critical analysis of a poem,0
2434,who is behind the name of the harvey wallbanger drink,4
2435,who was the only person convicted in the my lai massacre,4
2436,who was lauren bacall s first husband,4
2437,how deep is a fathom,43
2438,what woman has carried the most multiple births twins triplets etc,4
2439,what is the 401 k plan,7
2440,the jewish alphabet is called what,21
2441,what is stefan edberg s native country,19
2442,what are the stars made of,29
2443,what country has the most time zones with 11,19
2444,what did nt rocky marciano do in his pro boxing career,12
2445,what army was founded by william booth and his wife catherine,5
2446,what color was the hundred billionth crayon made by crayola,20
2447,where was pythagoras born,16
2448,what two new york yankee pitchers swapped wives and families,4
2449,what are the three secondary colors,20
2450,what are the 7 principles of learning from the institute for research on learning irl,32
2451,what function does homeostasis have on the existence of an organism,9
2452,what kind of company is 7eleven,5
2453,what is the farthest planet from the sun,16
2454,what country did the mau mau uprising take place in,19
2455,what president lived at 219 north delaware street independence missouri,4
2456,what is the order of the arrow in boy scouts,7
2457,what song put james taylor in the limelight,1
2458,what mountains lie between the arkansas and missouri rivers,25
2459,what is the capital of burkina faso,22
2460,how many muscles does the average adult use when going for a walk,13
2461,what us state boasts leif ericson park,11
2462,what attorneys work for the center for the defense of free enterprise,4
2463,how many grammys did michael jackson win in 1983,13
2464,what famed wall supports the badaling turret,16
2465,what can you be fined for having a dog on a beach,26
2466,what tv comedian worked with white fang black tooth and pookie the lion,4
2467,what is the term for the side of the mountain that faces the prevailing winds,21
2468,what is nebraska s most valuable resource,14
2469,what do the letters zip stand for in the phrase zip code,3
2470,what does the number 5 stand for on fubu clothing,36
2471,what carries sperm up into the pelvic region,23
2472,what is a fear of money,24
2473,what does palindromic mean,7
2474,what is the literary term for a play on words,21
2475,what state is mount mckinley in,11
2476,how much will the california be in the year 2000,13
2477,how do i sing like elvis presley,0
2478,why was henry ford s first automobile calleda model t his second type of automobile introduced in 1928 called a model a,9
2479,what are names of two old men who appear in the serial tv muppets show,4
2480,what kind of animal is babar,2
2481,what two caribbean countries share the island of hispaniola,19
2482,what animal s tail is called a brush,2
2483,which latin american country is the largest,19
2484,what was the former residence of scottish kings in edinburgh,16
2485,why are there braille things on the atm machines that people drive through,9
2486,who was the first doctor to successfully transplant a liver,4
2487,what are the major differences in the catholic and methodist religions,12
2488,what is the origin and the meaning of the name hajo,12
2489,what is srpska krajina,7
2490,what are bear and bull markets,7
2491,what is the history of skateboarding,12
2492,what is the term for an organism that lives on or in another,21
2493,what meter was invented by cc magee in 1935,14
2494,what is nicholas cage s profession,6
2495,what are the wolverine habits,14
2496,what is the origin of the word ozymandias,12
2497,what is hdlc,3
2498,what is a turnkey contract,7
2499,who was the most famous food editor of the new york times,4
2500,how long should a person wash their hands before they are clean,28
2501,how do you say grandma in irish,21
2502,what is proposition 98 about,7
2503,why are the rooftops in canada green,9
2504,which of the five senses develops first,14
2505,what does an emperor do,12
2506,who invented the lawnmower,4
2507,what are the 7 wonders of the world,14
2508,how many points is a bullseye worth in darts,13
2509,what american naval officer broke japan s isolationist policy in 1853,4
2510,what caused an adjournment of the 25th anniversary session of the united nations general assembly,9
2511,how big is the electoral college,33
2512,who was the first black performer to have his own network tv show,4
2513,what country do the galapagos islands belong to,19
2514,what sport features slotbacks tailbacks and touchbacks,30
2515,which of the following was rhodes scholar,4
2516,name a tiger that is extinct,2
2517,how many athletes did puerto rico enter in the 1984 winter olympics,13
2518,what spy novelist served as moscow correspondent for reuter and the times of london,4
2519,what country did the nazis occupy for 1 cd nns in nnp nnp nnp,19
2520,who were the four famous founders of united artists,4
2521,what kind of meat is fray bentos synonymous with,18
2522,what are some good medical sites for information,16
2523,what tragedy befell the city of dogtown in 1899,10
2524,what color is most often used to symbolize truth,20
2525,what is the history of spartacus the roman slave and gladiator,12
2526,what songs were popular in 1948,1
2527,who is mia farrow s mother,4
2528,what can one see in reims,14
2529,how many students attend the university of massachusetts,13
2530,what is the difference between neoclassical art and romanticism art,12
2531,who was the first xman to die in battle,4
2532,what is the oldest capital city in the americas,22
2533,how many israeli athletes were killed at the munich olympics,13
2534,on which hawaiian island is pearl harbor,16
2535,who provides telephone service in orange county california,5
2536,who was william henry harrison,34
2537,what is the youngest age a boy or girl can have an orgasm,28
2538,what asian city boasts the world s biggest bowling alley,22
2539,how many stars are there in big dipper,13
2540,what university was woodrow wilson president of,5
2541,where is qatar,16
2542,what island was the target of the us s operation urgent fury,16
2543,how would i find the price of different organs that have been donated,0
2544,how do you solve rubik s cube,0
2545,what african country is governed from ouagadougou,19
2546,who replaced bert parks as the host of the miss america pageant,4
2547,what future soviet dictator was training to be a priest when he got turned on to marxism,4
2548,how much will gas be taxed in california by the year 2000,26
2549,who created the monster in mary shelley s novel frankenstein,4
2550,where can i find a large list of 5 to 6 letter words,16
2551,where does chocolate come from,16
2552,what continent s secondhighest peak is mont blanc,25
2553,what is the correct way to use may vs might,32
2554,what director portrayed the commandant of the pow camp in 1953 s stalag 17,4
2555,how many people die from snakebite poisoning in the us per year,13
2556,which vietnamese terrorist is now a un delegate in doonesbury,4
2557,what is the purpose of bios,9
2558,who domesticated the wild turkey,4
2559,how do you correctly say the word qigong,0
2560,where is the virtual desk reference,16
2561,what does the technique called cold fusion produce,32
2562,where did the ukulele originate,16
2563,how do you write mla style bibliographies for an internet source,0
2564,what blood sport features a movement called a veronica,30
2565,what book opens at a certain village in la mancha which i shall not name,1
2566,what sport do the cleaveland cavaliers play,30
2567,what ivy league school plays its home games at palmer stadium,5
2568,what was the date of iraq s invasion of kuwait,8
2569,how do i register a trade name in north carolina,0
2570,what doctor is synonymous with footwear and foot care,4
2571,what is a fear of cold,24
2572,how can i gain access to a spy satelite,0
2573,what are the two largest birds on earth,2
2574,who recorded the 1957 hit tammy,4
2575,who did richard nixon tender his resignation to,4
2576,what is a person called that likes fire,4
2577,what island has a park called the battery at is southern tip,16
2578,what is a repeating voter,7
2579,what is the american dollar equivalent for 8 pounds in the uk,13
2580,what did the crocodile swallow in peter pan,14
2581,who are the top 10 richest people in the world,4
2582,what erica jong novel deals with isadora wing s fear,1
2583,what are some children s rights,12
2584,what famous male vocalist has the same name as the composer of the opera hansel and gretel,4
2585,who was the founding member of the pink floyd band,4
2586,what planet did percival lovell discover,16
2587,how big is the universe actually,33
2588,what four tournaments make up tennis grand slam,30
2589,what film marked robert redford s directorial debut,1
2590,what brand of white rum is still made in cuba,27
2591,who is the head of the world bank,4
2592,the italian artist maurizio pellegrin is how old,28
2593,what state produces the best lobster to eat,11
2594,what is the most delicatetasting member of the onion family,18
2595,in what city is the us declaration of independence located,22
2596,how long did the charles manson murder trial last,28
2597,what year was the avery dennison company founded,8
2598,which soft drink does madonna advertise for,18
2599,what organization is the security council a part of,5
2600,what is the economic impact of unemployment on the economy,12
2601,what 1920s cowboy star rode tony the wonder horse,4
2602,what is the biggestselling us magazine aimed at a black audience,1
2603,where in the americas is it only 47 miles from the atlantic to the pacific,16
2604,who is the prime minister of australia,4
2605,who was the prophet of the jewish people,4
2606,what product is for kids and not for silly rabbits,27
2607,who told all in ball four,4
2608,what tv quiz show left the air in 1975 to the tune of vera lynn s we will meet again,1
2609,what is britain s possession on the chinese mainland,16
2610,what is an ecological niche,7
2611,what are christopher marlowe s and shakespeare s literary contributions to english literature,12
2612,how much does one ton of cement cost,26
2613,what 1956 grace metalious novel was on the bestseller list for two years,1
2614,what is a fear of food,24
2615,what are the valdez principles,7
2616,what basketball player is credited with 23 924 rebounds,4
2617,what is state tree of nebraska,31
2618,what is distinctive about a palmiped s feet,12
2619,how many millimeters are in a mile,13
2620,what age followed the bronze age,10
2621,who is the pope,4
2622,what is a biologist,7
2623,why should cigarette smoking be banned,9
2624,what is a fear of sleep,24
2625,what card company sells christmas ornaments,5
2626,what year did hitler die,8
2627,how many quarts of whole milk is needed to make one pound of butter,13
2628,what has to be produced in a writ of habeas corpus,14
2629,when did the supercontinent pangaea break up,8
2630,what country did king gustav v reign over from 197 to 195,19
2631,what is habeas corpus,7
2632,what sport features snatches and clean jerks,30
2633,what tennis player has the nickname nasty,4
2634,what george harrison tune sounded too much like he is so fine by the chiffons,1
2635,what were the first three cities to have a population of more than a million,22
2636,what was mel gibson s first movie,1
2637,how many quarters equal a pound,13
2638,when were the olympic games in which nadia comaneci became popular played,8
2639,how many chemical elements are there,13
2640,name a gaelic language,40
2641,what kind of sport is often associated with hooligans,30
2642,which of the following celebrities was not born in philadelphia,4
2643,how many threeletter permutations can be made from the four letters c,13
2644,what city or state do the most gay men live in,22
2645,what sport is played on the largest field,30
2646,why are there no white lines on pro footballs,9
2647,what 12hour cold medicine uses the formula 6 6 12 in its ads,24
2648,what is the tallest piece on a chessboard,14
2649,what relative of the racoon is sometimes known as the catbear,2
2650,how many yards are in 1 mile,13
2651,what are the world s three largest oceans in order of size,16
2652,what joins white wine to put the spritz in a spritzer,18
2653,what chilean president was killed in a 1973 coup d etat,4
2654,which magazine is fine entertainment for men,1
2655,what is the largest city in germany,22
2656,what were popular songs and types of songs in the 1920s,1
2657,how do you use an intranet,0
2658,what are emblazoned on the jolly roger,14
2659,what are the words to the cd eminem s or slim shady my name is,12
2660,what level of government or governmental agency is responsible for dealing with racism,5
2661,how many hearts does an octopus have,13
2662,what is a philanthropist,7
2663,how many objects orbit the earth,13
2664,what did the ancients call the four great elements,29
2665,who sings the song drink to me with thine eyes by ben johnson,4
2666,who was the first president to appoint a woman to head a cabinet,4
2667,who was the second person ever to wear iron man s armor,4
2668,name the first private citizen to fly in space,4
2669,who portrayed the title character in the film the day of the jackal,4
2670,what landmark italian restaurant can be found at 239 west 48th street new york city,16
2671,what color is mr spock s blood,20
2672,where are the haversian canals,16
2673,what group included abbey hoffman jerry rubin and tom hayden,5
2674,who was the bandleader mentor of ella fitzgerald with whom she cowrote atisket atasket,4
2675,what is the size of the student body at the university of massachusetts in amherst,37
2676,what city s theatrical district has been dubbed the roaring forties,22
2677,what does the name jenna mean,7
2678,who founded the people s temple commune,4
2679,where are the apartments in saint john new brunswick,16
2680,who is the twin brother of the greek goddess artemis,4
2681,where can i find a case on individuals with disabilities education act of 1991,16
2682,how does a hurricane form,0
2683,what medium is stuart hamblen the first singing cowboy in,1
2684,what exactly is the purpose of the anteater,9
2685,what are the names of all the seas in the world and what ocean do they drain into,16
2686,what does it mean rupee depreciates,7
2687,how can scientists predict weather by observing clouds,0
2688,who used to make cars with rotary engines,5
2689,what series of trials followed world war ii,10
2690,where is the orinoco,16
2691,what is approaching when a cyclist shouts oil,14
2692,what are the conjugations of wake and woke,39
2693,what do ladybugs eat,18
2694,what is drew barrymore s email address,16
2695,about how many americans are still unaccounted for from the vietnam war,13
2696,who won oscars for her roles in gone with the wind and a streetcar named desire,4
2697,what nationality is gorbachev,19
2698,what judith rossner novel was made into a film starring diane keaton,1
2699,who reports the weather on the good morning america television show,4
2700,who is the famous movie star who also acted as sewer commissioner of provo canyon utah,4
2701,when did the vesuvius last erupt,8
2702,how much did alaska cost when bought from russia,26
2703,what is a pyrotechnic display,7
2704,what does n estce pas mean,7
2705,name the ranger who was always after yogi bear,4
2706,what english explorer discovered and named virginia,4
2707,what is the nickname for the state of mississippi,11
2708,who patented the first phonograph,4
2709,what is after death,14
2710,how many eyes does a bat have,13
2711,who was the first american in space,4
2712,what detective lives on punchbowl hill and has 11 children,4
2713,who made the largest cocaine seizure in ventura county history,5
2714,how does blood clot,0
2715,what us vicepresident once declared if you have seen one slum you have seen them all,4
2716,who wrote the bestselling missionary travels and researches in south africa published in 1857,4
2717,how long is human gestation,28
2718,when is bastille day,8
2719,what is the largest county in size in massachusetts,16
2720,what is prepared mustard,7
2721,who was nicknamed the little corporal,4
2722,what planet would you visit to see bebrenia arcadia and amazonis,16
2723,what is the alphabet for latin,15
2724,where is the smithsonian institute located,16
2725,what is ioc an abbreviation of,3
2726,what effect does lsd have on the brain,12
2727,what is recruitment interview technique,7
2728,what war saw a naval battle between the luxury liners cap trafalgar and the carmania,10
2729,what is hypertext,7
2730,describe the long march,12
2731,what tv character sired a horse named thunder,4
2732,who sued the dannon yougurt company for using a character named ron raider for promotion,4
2733,what is the origin of the surname of braun,12
2734,where is the bridge over the river kwai,16
2735,how many types of dogs tails are there three,13
2736,how far is the longest hole in 1 on any golf course and where did it happen,43
2737,what was the effect of the yalta conference,12
2738,who was the first woman in space,4
2739,what does lloyd s lutine bell announce,12
2740,what was the minimum wage in 1991,26
2741,what country s national passenger rail system is called via,19
2742,where did the wright brothers make their first flight,16
2743,what continent pushes up the executive committee mountain range,16
2744,what game do steve mcqueen and edward g robinson play in the cincinnati kid,30
2745,how do you make a million bucks,0
2746,what is the dumbest domesticated animal,2
2747,what soft drink not only has its own video game but was featured in its own marvel comic book,18
2748,who was the columbia pictures head who forged actor cliff robertson s name on a 1 000 check,4
2749,how can you be happy,0
2750,what is it that walks on four legs then on two legs then on three,14
2751,what type of currency is used in china,49
2752,who were the head writers for the smothers brothers comedy hour,4
2753,what does hiv stand for,3
2754,what terrorist group was headed by donald defreeze,5
2755,what afterdinner treat was invented in 1916 at the george jung noodle factory in los angeles,18
2756,what is the name of a hotel in indianapolis,16
2757,what is november s birthstone,14
2758,what do the names andrew and christina mean,7
2759,what animals can live the longest without food,2
2760,who was the first actress to appear on a postage stamp,4
2761,what is the difference between the anus and the rectum,12
2762,what effect does friction have on perpetual motion,12
2763,where on the web is adventours tours from sydney australia,16
2764,what do you do when your mouse is nt working as fast as it is supposed to,12
2765,what does the term spaghetti western mean,7
2766,what is a rhomboideus minor,7
2767,what celestial body has a diameter of 864 000 miles,16
2768,what are some important events of the 1830 s,10
2769,what was the first minimum wage,26
2770,who was the first american poet to win the nobel prize for literature in 1948,4
2771,what is the tallest mountain,25
2772,where is erykah badu originally from,16
2773,what film or films has jude law appeared in,1
2774,what is the symbol for the zodiacal sign gemini,45
2775,what ernest hemingway novel had the working title fiesta,1
2776,what is tumbled marble,7
2777,where was richard nixon when gerald ford became president,16
2778,where can i find scientific data research papers on textile engineering,16
2779,what is the orgin of xoxoxox,12
2780,what kenyan city is the safari center for east africa,22
2781,how big is a normal size penis for a 15yearold,33
2782,how many votes in congress dissented from the 1941 declaration of war with japan,13
2783,what is the correct way to abbreviate cc at the bottom of a business letter,36
2784,which country is known as big bear,19
2785,what is the difference between a classical and an acoustic guitar,12
2786,what are the rules to snow golf,12
2787,what is the probability that at least 2 out of 25 people will have the same birthday,41
2788,what is film noir,7
2789,what city contains the district of hell s kitchen,22
2790,how do i find out about jobs,0
2791,who founded the unification church,4
2792,what is the vdrl test of blood,7
2793,what country has the highest arson rate,19
2794,name a medicine commonly used to combat aids,24
2795,how do microwaves work,0
2796,who is the superstar in rentacars,4
2797,when did cnn begin broadcasting,8
2798,what year was the setting for american graffiti,8
2799,how do i find the balance of my social security account,0
2800,when was child labor abolished,8
2801,why do magnets attract,9
2802,what is a plant supplement,7
2803,what us vicepresident said some newspapers dispose of their garbage by printing it,4
2804,what color is the eightball in pocket billiards,20
2805,on which flight did fawaz younis commit air piracy and hostage taking,47
2806,what are the 10 largest cities in the us,22
2807,what is the difference between a median and a mean,12
2808,what was the orca s name that died of a fungal infection at sea world,2
2809,what happens to used motor oil,12
2810,what is the name of the tiger that advertises for frosted flakes cereal,2
2811,how does one correctly pronounce qigong,0
2812,what rocky mountain ridge separates north america s eastward and westwardflowing rivers,25
2813,who was the first coach of the cleveland browns,4
2814,on what date did rosa parks become a symbol of the civil rights movement for refusing to give up her seat on the bus,8
2815,how do ants have sex,0
2816,how can i give myself a french manicure,0
2817,what does storm wave mean in japanese,7
2818,what professional cricketer s son wrote the war of the worlds in 1898,4
2819,what new orleans da claimed my staff and i solved the assassination weeks ago,4
2820,what chapter of the bible has the most verses,46
2821,who wrote the pines of rome,4
2822,where can i find a review of nightmare on elm street in a film journal,16
2823,what is the name of the jewish alphabet,21
2824,what is the most common cancer,24
2825,who created the muppets,4
2826,what are the rites accompanying the circumcision of a newly bornchild in judaism called,10
2827,how did the great depression affect japan s history,0
2828,what is the biggest thing humans have made,14
2829,who awarded the flying fickle finger of fate,4
2830,whose image is alleged to be on the shroud of turin,4
2831,how do you get bubblegum out of carpet,0
2832,who was credited with saying i never met a man i did nt like,4
2833,what is the price for aaa s liability auto insurance,26
2834,when did the dow first reach,8
2835,what is the hair style called that new military recruits receive,7
2836,what is the latitude and longitude of el paso texas,37
2837,what is the staff of life mentioned in the lord s prayer,7
2838,which presidents of the usa were masons,4
2839,who killed lee harvey oswald,4
2840,how many people does honda employ in the us,13
2841,what is time,7
2842,what was the first funk n lata brazilian group success,12
2843,what is the third month of the gregorian calendar,8
2844,what is the islamic counterpart to the red cross,21
2845,how do i log on to home page at headquarters us european command,0
2846,how do you become a dentist,0
2847,why are the us presidential elections held in november,9
2848,what does a pedometer measure,14
2849,what color are a cherry tree s flowers,20
2850,name a film that has won the golden bear in the berlin film festival,1
2851,what is a film starring jude law,1
2852,what country s capital is lagos,19
2853,how long has ll cool j been married,28
2854,how many trees go into paper making in a year,13
2855,how was teddy roosevelt related to fdr,0
2856,who was the first russian astronaut to walk in space,4
2857,who asked the musical question have you ever been to electric lady land,4
2858,who stopped making diary entries on may 31 1669 because he thought he was going blind,4
2859,who comprised the nowdefunct comic book team known as the champions,4
2860,what money was used here,49
2861,what city s airport is named logan international,22
2862,what percentage of the body is muscle,41
2863,where does ray bradbury s chronicles take place,16
2864,independent silversmith s account for what percentage of silver production,41
2865,what former royal palace has served as a granary prison arsenal leper colony mint telegraph station and whorehouse before becoming an art museum,16
2866,what marx brothers movie centers on a stolen painting,1
2867,how many inches tall is stuart little at birth,13
2868,who gave us the rolling writer,4
2869,what year did the first issue of playboy come out,8
2870,what are the low countries,7
2871,what is the fastest computer,27
2872,what sport is known for hooligans,30
2873,why do roosters sing at five of the clock in the morning,9
2874,where are some great educational resources for parents and teachers,16
2875,what actor and actress have made the most movies,4
2876,what does btu mean,3
2877,who is the richest person in the world without owning a business,4
2878,what year did jack nicklaus join the professional golfers association tour,8
2879,what cigarette is a whole new world,14
2880,how is carbon dioxide removed from natural gas,0
2881,what does the word camaro mean from the gm car the camaro,7
2882,what happened on january 15 1969,10
2883,what is deet,3
2884,what city has the world s longest subway system,22
2885,what is the most common nickname of us college football teams,5
2886,where is mile high stadium,16
2887,what is the taj majal made of,29
2888,who was the prophet of the muslim people,4
2889,name li l abner s favorite indian drink,18
2890,in beetle bailey can you name sarge s dog,2
2891,what california bridge was don brown the first to cross on may 27 1937,16
2892,what was the target rate for m3 growth in 1992,41
2893,how many people live in cities,13
2894,how many stations do you shoot from in the basketball game around the world,13
2895,what was the reason for the partition of the anglican and vatican churches,9
2896,who is the french literary charcter who is chiefly famous for his enormous nose,4
2897,what four us states have active volcanoes,11
2898,what caribbean cult did marcus garvey originate,17
2899,how many months does it take the moon to revolve around the earth,13
2900,how many inches apart are adjacent pins in tenpin bowling,13
2901,how is abigail arcane related to the villainous opponent of the swamp thing,0
2902,what day was pearl harbor attacked in 1942,8
2903,how many counties are in indiana,13
2904,in hemingway s old man and the sea what kind of fish does the old man catch,2
2905,who wrote the farmer s almanac,4
2906,what is the name of the managing director of apricot computer,4
2907,what does it take to be a hero,14
2908,how many vietnamese were there in the soviet union,13
2909,who is the voyager project manager,4
2910,what arch can you see from the place de la concorde,16
2911,how many questions do you have on your database,13
2912,how do you tell somebody you like them,0
2913,aspartame is known by what other name,21
2914,what countries have the most auto thefts,19
2915,what is the most populated city in the world,22
2916,what african capital is named for a us president,22
2917,what is the name of the disease that actress hunter tylo s baby girl has,24
2918,what south american capital is the world s highest,22
2919,which mosquito s bite draws blood dt nn cc dt nn,2
2920,how many americans fought for the british in the american revolution,13
2921,what was the name of the famous battle between texas and mexico,10
2922,what are the two languages of malta,40
2923,which breakfast cereal brought you the best each morning,18
2924,who won the superbowl in,4
2925,who is shirley maclaine,34
2926,what household facility contains a float ball ballcock and overflow tube,14
2927,what russian composer s prelude in c sharp minor brought him fame and fortune,4
2928,what was the first lifesaver flavor,18
2929,what japanese electronics company was named for a coastal city northeast of tokyo,5
2930,what is the full name of the plo,3
2931,what does the name calder mean,7
2932,who is the queen of holland,4
2933,what are the two cities in dicken s a tale of two cities,22
2934,when did humans first begin to write history seriously,8
2935,what is the chemical reactivity of neon,37
2936,who is the prophet of the religion of islam,4
2937,what college enlivens hanover new hampshire,5
2938,what argentine boxer was shot dead outside a nevada brothel in may,4
2939,why are there 12 people on a jury in criminal cases,9
2940,what is the greatest source of white magic in the marvel universe,14
2941,what is a fear of slime,24
2942,name a flying mammal,2
2943,what according to the kinsey institute is the sexual preference of four percent of american males,12
2944,how many people died because of a smoking problem in 1997,13
2945,how many zip codes are there in the us,13
2946,what was the name of the director of the movie jaws,4
2947,how far do you have to run if you hit a home run,43
2948,when was the first practical commercial typewriter marketed,8
2949,what is the most useful site on the internet,16
2950,why do many native american students not complete college,9
2951,what did abolitionists try to end,14
2952,who was the charlie perfume woman,4
2953,what tennis term is said to come from the french word for egg,21
2954,when did iraqi troops invade kuwait,8
2955,what does the name sabrina mean,7
2956,jude law acted in which film,1
2957,how many grooves are on a dime,13
2958,what president once told gene autry please give my regards to your wife dale,4
2959,where is tornado alley,16
2960,what is the sacred river of india,16
2961,how far is yaroslavl from moscow,43
2962,which two products use a tiger as their symbol,27
2963,how do chickens have baby chicks,0
2964,what schools in the washington dc nn nn vbp nn nn nn nn,5
2965,what will happen when sodium is put in water,12
2966,which police department made the alltime biggest cocaine bust in ventura county,5
2967,when is the jimmy buffett concert coming to the e center in camden nj,8
2968,what four tastes can a human distinguish,18
2969,where is romania located,16
2970,what is the difference between sleet and freezing rain,12
2971,what is the population of mississippi,37
2972,what do pointed letters mean to a handwriting analyst,7
2973,what happens to the female body with lack of sleep and food,12
2974,what us state has an element named for it,11
2975,what caused harry houdini s death,9
2976,what is nathan hamill s role in the new star wars prequel,4
2977,where is montenegro,16
2978,who was the first woman to run the mile in less than 4 36893 minutes,4
2979,how many freckles does howdy doody have on his face,13
2980,what is the population of mozambique,37
2981,what inescapable purveyor of background music celebrated its 5th anniversary in july 1984,5
2982,what is the largest city in texas,22
2983,what is the difference between a bottle and a jar,12
2984,what south vietnamese president was assassinated by his generals in 1963,4
2985,what is betsy ross famous for,9
2986,what day is known as the national day of prayer,8
2987,what organ contains the islands of langerhans,23
2988,what is the only gland in humans that can regenerate itself,23
2989,who played lucas mccain on the rifleman,4
2990,what is the name of the dog on the cracker jack box,2
2991,what happened to answerscom,12
2992,where is the orange bowl,16
2993,what is the difference between a fruit and a vegetable,12
2994,what is the hardest substance in the human body,29
2995,what is nuclear proliferation,7
2996,which college did dikembe mutombo play basketball for,5
2997,who made the rotary engine automobile,5
2998,who wrote dubliners,4
2999,who was the first english circumnavigator of the globe,4
3000,what explorers followed columbus to the americas,4
3001,what phenomenon would you expect to read about in the monthly publication the bigfoot news,10
3002,when will jean aeul publish her next book,8
3003,name an american made motorcycle,47
3004,hazmat stands for what,7
3005,how many earthworms are in a single pasture,13
3006,what pope inaugurated vatican international radio,4
3007,which of many numbered vats of scotch was judged best by a panel of experts in 1863,18
3008,whom did friz freleng add to the warner bros cartoon ranks,4
3009,what does intractable plantar keratoma mean,7
3010,who found hawaii,4
3011,name the designer of the shoe that spawned millions of plastic imitations known as jellies,4
3012,in what highrisk business venture did jimmy the greek bet and lose,5
3013,what is a common dolphin,7
3014,where is the mayo clinic,16
3015,what did aaron hass write,1
3016,what is a language spoken by the sioux,40
3017,name 11 famous martyrs,4
3018,who wrote the poem that starts i love your lips when they are wet with wine and red with a warm desire,4
3019,what album put the beatles on the cover of time in 1967,1
3020,who portrayed carl bernstein in all the president s men,4
3021,who was the king who was forced to agree to the magna carta,4
3022,what is the largest island in the west indies,16
3023,how were the days of the week named,0
3024,how many people live in tokyo,13
3025,who is the queen mother,34
3026,what year did the war of 1812 begin,8
3027,what are some of the significant historical events of the 1990s,10
3028,what is the capital of congo,22
3029,what is dew point,7
3030,what city does orly airport serve,22
3031,what is the cause of endangered species,9
3032,what state full of milk and honey was the destination in the grapes of wrath,11
3033,how long would it take to get from earth to mars,28
3034,who earns their money the hard way,4
3035,what is the origin of am and pm,12
3036,when does the bible say the seasons started,8
3037,name randy craft s lawyer,4
3038,what country are you visiting if you land at president duvalier airport,19
3039,who is the most sexy celebrity,4
3040,what is a fear of home surroundings,24
3041,what is her profession,6
3042,what muhammad ali maneuver was george foreman the first victim of,32
3043,what does aaron mean,7
3044,name a french fascist party,5
3045,what is the highest peak in africa,25
3046,what us city is known as the rubber capital of the world,22
