,label_ind,label,text
15708,6,worry,omg i have so many finals to study for i so freaked out that im gona fail
15709,10,sadness,i am sunburnt on my arms and i have burnt my mouth and some skin is coming off
15710,7,neutral,fresa80 i would so be in vegas but it is on our anniversary cant get enough jk
15711,6,worry,done goin home to eat dindin and contemplate what the night holds for me
15712,10,sadness,roarfearme samee it sucks
15713,7,neutral,oprivillege yea next week not this week i have no sitter
15714,10,sadness,not feeling very good at all why does this have to happen today of all days not going to friends tonight
15715,6,worry,metro from trader joe to 71st closed so many firemen and cops wth happened walking home bus can not go further ohh
15716,6,worry,eileenleft i am disappointed in the lad i think he unfollowed me ryking is not showing me the love
15717,6,worry,brainfreeze
15718,0,hate,aislinntighee bhaha its a teenage nightclub and i am at home when im supposed to be there they had no fucking license no more touch
15719,6,worry,pillowfarmer so sorry about all that praying for you
15720,7,neutral,but i thought summer hours meant i was supposed to get to go home at 4
15721,10,sadness,thewbdotcom sadly i can not view that site due to region restrictions
15722,6,worry,coollike sounds awesome wish i could go but no way i could afford it have fun
15723,7,neutral,rhettneckga me and wendy are going after all wish you were
15724,0,hate,alexholroyd i am just bustin ya chops it is not bad never seen any real appeal to lastfm is all bad quality audio from crap artists
15725,7,neutral,mitchelmusso i talk to you
15726,10,sadness,woahamber but i hate being me
15727,7,neutral,and now its raining
15728,10,sadness,i miss you
15729,3,happiness,just kidding its standing room only
15730,6,worry,i never though i would be in this situation i do not like it at all
15731,7,neutral,h011yw00d no are you for sure going
15732,4,boredom,ahhhhh processing shipment sooooooo much
15733,9,surprise,its coming out the socket i feel like my phones hole is not a virgin that is how loose it is
15734,10,sadness,susiegroove yes i did as a thank you have contacted them 2ce but no response
15735,7,neutral,jayskillz aww poor precious
15736,6,worry,dvautier burst my bubble
15737,6,worry,traceymmm awww what did you eat sweety
15738,10,sadness,so sad that no friends everyday for a long ass time
15739,10,sadness,i miss my friends so much
15740,3,happiness,alright so day was going well but got home and all my potato salad was gone
15741,3,happiness,i want some grape soda jack fowers fault also tracecyrus i wish i could see you play are your uk gigs sold out please reply
15742,7,neutral,sat in the pub pretty quiet so far prob leave in a bit work at 630
15743,6,worry,is sad that her brother is having a bad day
15744,6,worry,oops just unfollowed everyone anywayz will build my twitter empire again
15745,12,love,thinks that pipers molars are cutting thru we had a nice lil nap me and the girlnow just another friday night at home w the lil ones
15746,0,hate,gorgeousapg hahahaha nahh sowwieee i had to git a shirt to match dez sneakerz nd idk if they da same color aghhh o lol
15747,10,sadness,pleeaaasee come out sun
15748,8,empty,is it the weekend yet
15749,3,happiness,wow i really need to have fun tonight now
15750,3,happiness,time for bedgot some learning to do tomorrow with an early start night night good people xxx
15751,4,boredom,going crazy super head ach from hell and my the in laws have ben here since 9 this morning ahhhh
15752,3,happiness,today i was so happy got i got off school early but now i am bored
15753,10,sadness,mathewhulbert there is very few filmtv jobs especially in wmids and i can not afford to move away yet sorry i missed you on 1073
15754,10,sadness,damn sunburn hurting jack whitehall mmmmm
15755,7,neutral,i am sitting here taking a little break and trying to recharge so i can continue housework
15756,7,neutral,seems i brought a little sikaflex caulk home with me in my hair
15757,1,fun,megbc omg 17 wow i am the old one
15758,5,relief,the vp is goneso why am i getting a headache time to have some coffee and fight it off migraine ohnoyoudidnt
15759,1,fun,wants to dress up
15760,6,worry,has to go to sleep but is not sleepy at all
15761,10,sadness,my car is broken
15762,2,enthusiasm,i really wanted to go to surfers today
15763,5,relief,rbmartin oh it just takes me after i sign in to an error page
15764,10,sadness,h2themovie that is what i get for writing up my halloween interview w danielle harris darn i was too late for the contest
15765,0,hate,having really bad sorehead
15766,8,empty,cheeks bakery just closed crazy how williamsburg can support an infinite of boutiques wbad clothes and not one decent place 4 a scone
15767,9,surprise,janelliebeans i do not even remember what is on there
15768,10,sadness,crisis forgot my fringe comb i am with menno one will help me
15769,6,worry,thisstarchild night you damn did i give you ff if not sorry i will do a late one tomorrow i always forget someone night xxx
15770,6,worry,ok when will this post rny girl learn rich sugary food is a bad idea no more golden graham bars out of the vending machine bleck
15771,6,worry,chriscornell why isnt everyone with you
15772,6,worry,at the dentist for hopes first check up lets she how she handles a dentist
15773,6,worry,super bummed the whitecaps game plans with friends fell throughi now need to be home by 7 to let the sitter go
15774,7,neutral,eomstill at work
15775,3,happiness,marcihearts i will be sending it to you when i get my first check if i make enough lol i have only worked like 8 hours so far
15776,6,worry,dedicating the next 2 hours to cleaning the house
15777,6,worry,went to the doctors for a physical including blood work and the eye doctors for new glasses
15778,10,sadness,dangerskies you got me singing falling in love now only i am changing the week day to saturday does not quite fit
15779,12,love,bustmagazine thats no dream for me thats reality cs4 is on my wishlist
15780,12,love,toddmeg14 one day my hugs will come fingers still crossed
15781,12,love,just potted some geraniums then talked to the grandkids well maddie jack was outside playing i sure miss em
15782,6,worry,frustrated with life on a whole new level trying to trust god in all of this
15783,8,empty,because it is too hot i am sleeping with the window open just means all the noise will make me up early
15784,6,worry,jwphillips i have no iphone poor credit but i cannot live without my cell phone i am on mass transit every day
15785,10,sadness,i can not fucking concentrate with this damn heat cooler is so not doing it is job
15786,10,sadness,aquafreak123 me too it depresses me thinking about it
15787,8,empty,gotta get used to pocketwit now damn you twikini
15788,10,sadness,smiley92 u have a lot but the bad thing is we r gonna have finals all next week
15789,7,neutral,awesomeann7 well u were not around 2 twit
15790,6,worry,super bored on a friday night
15791,10,sadness,almost made it to reading comedy outlet headlining all weekend only took me 2 extra hours with traffic basically doubled my time
15792,10,sadness,tonyarae rachierach3 getting dizzy going to have to lower my original raise please do not think any less of me
15793,10,sadness,valerierenee are you having a bad day
15794,7,neutral,kerryisonfire ive finished them now
15795,12,love,billfanning bill likewise it was a pleasure next time we should spend more time talking ims09
15796,6,worry,xirclebox problem is i have to get it done this weekend one way or another
15797,1,fun,dojie is that u trying to say i have a cold steal heart lol
15798,6,worry,is sooo stressed about everything i have to do
15799,6,worry,john370 i thought he was off until next weeki think we have another week to do his ohmygod please tell me with have another week
15800,6,worry,trying to find a foreign place in a foreign town i have being lost
15801,5,relief,httptwitpiccom67mj4 yes it is nice oh and kevins shirtless too but you do not see it as well
15802,0,hate,its gloomy as fuck outside ewwwww
15803,12,love,liber8dsoul i knoww she is da best
15804,7,neutral,markbilly it is very unlucky the day was not the same without you i hope to see you on wednesday though right x
15805,6,worry,xoshayzers i am sorry
15806,6,worry,is sad that today is her last day in san diego
15807,7,neutral,knightgirllinz baaad linz too rather sheesh text fingers are broked
15808,12,love,laineymc the priests were really good guess they would not be welcome on late late at the moment
15809,10,sadness,my head is hurting
15810,10,sadness,yesterday i missed the live chat internet was the problem
15811,6,worry,waiting around for boyfriend then off to queens looks like it is going to pour here in dt bklyn umbrellaless
15812,7,neutral,still working on music gradesoutside on the decksun is behind a big gray cloud
15813,6,worry,rooks nooo no roo crying but omg i wanted to slap her she was singing fine then from out of nowhere boohooooooooooo
15814,10,sadness,wishing i was going to up tonight but it will have to wait until tomorrow
15815,12,love,got some new ducati puma high tops yea they are sweet and yes i dont have a ducati
15816,6,worry,chrisdaughtry fyi canada cannot see the vh1 preview of the video
15817,10,sadness,i always feel sickly when i wake up well got a busy day ahead of me yippeee
15818,10,sadness,not looking forward to next week maths geography english and french exams totalling 7 hours
15819,1,fun,constantstatic i like babies better although i like showsbooks about crime
15820,0,hate,emboosh aw that sucks
15821,8,empty,simonferrari meblair i thought starbucks was against licensing stores bc it takes away from the experience they want to provide
15822,7,neutral,rip 60gb playstation 3 you will be missed november 2006 may 29 2009
15823,7,neutral,iphone just fell
15824,7,neutral,spacehotel that is so weird seeing your myspace page without me there had to delete my page though
15825,0,hate,apple is also rotten in the center just my luck
15826,7,neutral,officialdjaok natboogi tinocochino jtonair soooooooo what happened to power forreal
15827,6,worry,owww back pain hm walmart or no i could get cupcakes
15828,6,worry,i hope it doesnt rain tonight tomorrow my fam comes to visit swimming pool and carne asada if it rains the pool is going to be dirty
15829,7,neutral,watching southpark for another 20 minutes
15830,6,worry,the balmain knockoffs in bebe make me sadi want the real dealthese shoes look cheapy cheapy
15831,6,worry,i think my cold is getting worse not better i cant stop coughing it really sucks
15832,7,neutral,does anybody want to throw a baseball around with me
15833,10,sadness,damn it is raining again
15834,10,sadness,i hate when i paint my nails because then i cant suck my thumb because it tastes bad
15835,7,neutral,twitter is sooo quiet today
15836,12,love,bosstycoonlz yea but that is an old pic she looks a lot different nowshe turned into such a beautiful women i miss her a lot
15837,7,neutral,chrisreinhard screenshots can not give you any other kind of preview you would need vpn access ya wanna
15838,2,enthusiasm,nhl not a fan of either team my head says detroit my feet say the pens my heart does not care go kings in 20092010
15839,10,sadness,anothrstupidkid your lucky you have a bed and ice cream all i have is a very sore couch and some cardboard
15840,1,fun,kingivn have fun amorsote even tho u forgot my bday
15841,0,hate,they would not reverse any of my overdraft fees
15842,10,sadness,karma is a bitch i just got hung up on lol i am still a big dawg though
15843,12,love,my boy is leaving for the summer going to stay with the grandparents i am gonna miss him
15844,6,worry,i do not know how to use twitter
15845,0,hate,so much for running outside like i thought i was going to looks like the treadmill will have to do for todaythanks a lot rain
15846,7,neutral,iamalejandra i own maybe 15 pairs of shoes if that many i have super huge feet
15847,0,hate,rockinaround nope do not you think it is a crime
15848,0,hate,at the bus stop there is always a big pile of loogies so gross
15849,6,worry,mayday
15850,7,neutral,off to work off at 1030lammmeeee
15851,6,worry,more work to do
15852,6,worry,sittin at the hospital with isaac cause he hit his head
15853,6,worry,feeling lonely and in need a a good friend
15854,7,neutral,matthalveland no
15855,10,sadness,10 i am allergic to hot wax
15856,10,sadness,awake and wishing i was not feel like my head may explode going to try to go back to sleep
15857,6,worry,i need my car back
15858,10,sadness,awe were going to meijer not walmart walmarts better
15859,7,neutral,judyobscure oh what is up
15860,7,neutral,omg i just learned that the little girl who played ducky in the very first land before time movie was murdered at the age of 10 wtf
15861,10,sadness,i am too tired
15862,6,worry,my legs are killing me now but i know it is a good pain all in all
15863,12,love,sitting here with my baby libby has a fever 1010 shes fussy
15864,6,worry,back from town and my mac crashed on me but it is better now
15865,6,worry,i can not figure out the empire puzzle stuck at 36
15866,10,sadness,missr i can not get one either because of the dog i am pretty sure the bunny would not survive a struggle with tom
15867,6,worry,dear coworker its great you do not want to smell that is what deordant is for not a bath in cologne
15868,10,sadness,i wanna watch quotupquot so badly
15869,7,neutral,hates being sat around alone on a friday night big sad old loser
15870,10,sadness,finally got my money too bad it goes to bills
15871,7,neutral,heading home from sacramento will continue writing the windows server 2008 r2 unleashed book over the weekend sigh windows
15872,10,sadness,empirebetty well i can tell you i did not marry my like maybe that is why i am stuck in situations like i am now
15873,10,sadness,tompollard never i am banned by court order
15874,3,happiness,vernaewilliams lancedrummonds you two are hilaaaaarious i love it vernae where have you been
15875,6,worry,vestaeresta geez a cool man like him be the villains too bad
15876,6,worry,took a kindof nap too my tummy hurts
15877,6,worry,charrrbabyy i know effing embarrassing eff our lives
15878,10,sadness,cosmicgirlie car not happy big big dent in boot hoping theyre not going to write it off crossing fingers and waiting
15879,7,neutral,looking for a vibrating phone is like trying to find quota feelingquot
15880,7,neutral,aww when love is gone is playing on shuffle
15881,6,worry,ughwhat a boring day
15882,6,worry,wanna b marie antoinette cos she had perfect hairdo fab clothes n tons of macarons crappy day
15883,6,worry,so inconclusive there is still a chance i will need surgery i see the doctor again in 3 weeks for more xrays
15884,8,empty,marykeegin i have been here since 3 and i am here for 8 more hours tomorrow
15885,10,sadness,jus chillin and doin my hrs friday afternoons tend to end up quotbusyquot
15886,6,worry,why cant i find it
15887,7,neutral,shaialston aw take care babe dont have aim when i get it i will dm u by addy
15888,9,surprise,retrorewind omg at that almost in our 40s comment same bday as joe herebut i turn 40omglol
15889,3,happiness,pettles i know i can not believe it it says on their bleedin song donnie raps it tut
15890,12,love,kstricklen if i could i would send california sunshine your way
15891,6,worry,just found a tink cover for a wii remote but the people i know dont have a wii fail
15892,10,sadness,kingivn have fun amorsote even tho u forgot my bday which is today
15893,6,worry,meglamania it worries me we read nasty stories about murder paedophilia and disfigurement and only get upset about animal cruelty
15894,9,surprise,back in a mo cover girls hubby on fb chat she not seen him for 5 months
15895,4,boredom,my brother left me for the day now i am here by myself
15896,9,surprise,shenangagain nooo way dude did i i am at my mas 4 the we this means no net we in the country
15897,10,sadness,seattlewillow well i am at work but leah might be doing something with embry
15898,8,empty,understandblue dangwhen did they plant those thorny bushes there ouchno kitty hugs today
15899,6,worry,hamoke these lecturing bookworm beasts out for a noble cause why can not they just be normal
15900,6,worry,officialbb will we be able to see clipsepisodes on the c4 website from america or will i languish reading the news stories again
15901,8,empty,httptwitpiccom67nxe yeahi am bored xd i pic up this photo when i still have my guitartoday my mum steam me it i miss nameless
15902,6,worry,cthun regentlord can not we just all get along
15903,5,relief,enthropologie it did not rain lightly misted though
15904,6,worry,headache
15905,7,neutral,working at hop city gotta miss baseball
15906,10,sadness,all the food in my house has sugar ants in it
15907,5,relief,tinydeww i found out this morning too
15908,6,worry,angelivxxx i tried to dm you but your not following me
15909,7,neutral,tinareece planet fitness on van wyck keep hearing all the homies tell me bout it plus its close to the hood u know my lazzzy ass
15910,6,worry,myrewyn oh no poor thing keep us posted
15911,2,enthusiasm,artfirejohn yeah i am not shy doing everything that i can and still nothing httpblackird72etsycom check out my sale no bites yet
15912,6,worry,juicytots yay we will all move sorry dh is being grr xx
15913,12,love,smiley92 thanks we did reviews today and i feel like idk anything anyways how r u
15914,3,happiness,perfect show to you enjoy for me
15915,2,enthusiasm,millyreyes follow her shes lonelyyyy
15916,5,relief,dirtycucumber me too
15917,10,sadness,so bored without a camera
15918,3,happiness,seniors done 5 more days woohoo going out for the night
15919,6,worry,just got back from the grocery store now i am starving and can not find anything to eat
15920,8,empty,sitting in on a friday night bored
15921,1,fun,osandisays dudecome to amel larrieux with me tonighterrybody fakin
15922,3,happiness,show was amazing so cold out now hope i can give victoria my card and get my dvds back ha
15923,7,neutral,shakalohana week two of flat wavez no surfin
15924,10,sadness,httptwitpiccom67ofz ugh grosss
15925,6,worry,hoperana nigel really enjoyed it but he is got a big scratch on his side that inexplicably appeared afterwards
15926,7,neutral,daverexwood congrats to the as ugh we still have til the end of june
15927,5,relief,off work yesss super hungry
15928,6,worry,computer remains dead
15929,10,sadness,angiebeyince damn no dublin
15930,6,worry,this world makes me sad
15931,6,worry,on lookbook craving everyones clothes i want a pencil skirt so baddd someone send me one
15932,10,sadness,now every saturday till 84 for work sucks and no friday or monday off for july 4th either
15933,9,surprise,i still smell of smoke kitchenfire
15934,7,neutral,bobatnhtpc yo there if you guys want to make a road trip look me up in waraw or u wait too long taipei
15935,10,sadness,in 14 hours im taking 2 aerobics classes with only about 30 min break in between
15936,7,neutral,tanyajolene try 90 4 next 3 days o yuk lol n e thing poppin sn
15937,9,surprise,sunburn is not as fun as i remember
15938,10,sadness,thinks its the perfect weather to go camping and cuddle up with dave under the stars and sleep
15939,9,surprise,watching missy elliot video collection so sad i was told that i looked like her all through high school
15940,7,neutral,300 updates actually 13527 lol
15941,7,neutral,themakeupsnob
15942,10,sadness,no clubbing for me this weekend due to a busted knee ltemogtlifes unfairltemogt
15943,12,love,aahhgi only have 1 orange slice left do i eat it now or later this is quite a pickle im in sxyhrlygrl
15944,9,surprise,unemployment line here i come
15945,0,hate,imwendy that sucks
15946,0,hate,but he has an out of date script that is really bad so midway thru his pitch we catch it he gets all butthurt and storms out his loss
15947,1,fun,harley quinn cstm hehehehe not going to the prom buaa
15948,6,worry,i really want to ring mitchelmusso but it costs 2 much dam you credit crunch
15949,6,worry,argylesocksoo i am sorry shannon
15950,6,worry,sarawkweird i think that is pretty awesome i could quote lotrrotk for one summer but now i can not anymore
15951,10,sadness,andyschwartz nah i did not actually sleep the data recovery place called and woke me up
15952,6,worry,i am so getting the cold
15953,10,sadness,my arms hurt
15954,6,worry,feel quite down not quite sure why though s so going to bed night everyone x
15955,5,relief,danabaker thanks hon migraine went away then came back
15956,10,sadness,vukizzle sadly my corporate giant employer will not let me get to that site
15957,7,neutral,aight im out off to see spring awakening home we make it home in time to see jays last show
15958,7,neutral,teemonster and you see none of the extra money do you
15959,10,sadness,is about to go to gymnastics my last day with this class
15960,1,fun,i need to sleep for a whole day to recover from this birthday i am getting so old
15961,5,relief,home after a while out i feel like a long skate seshion but got arrands to do
15962,10,sadness,lthas no internet for the weekend
15963,10,sadness,saw a dead bird on my way to workwhat a kind of day to start poor little bird
15964,6,worry,jesse236 i do not have any from you
15965,12,love,just had a lovely walk with my dog all on my own in the dark but it was a nice walk though hehe x
15966,10,sadness,not so good at remembering to do this twitter thing sorry everybody i leave for tibet todaywith a head cold
15967,0,hate,ugh i hate 90 degree weather
15968,6,worry,joyzaphine ouch sunburns bad hope it is not to sore on your bedding that is always the problem
15969,3,happiness,saraxmazing ah nfg were super amazing jordan is pretty legit can not stay longer 2 meet everyone cuz we hv 3 hour drive home
15970,6,worry,phunybuny iamtheplague wow i hope he gets better cancer can gtfo
15971,6,worry,sorry dunners just saw your tweet totally let you down im so sorry babe was at work till 830 very boooooo
15972,10,sadness,melissaar i know you did not agree with it just angered me sorry for going postal
15973,7,neutral,djjamminjoe that is cold
15974,6,worry,ever since orchid quit drinking from a bottle she is been eating us out of house and home holy crap girl still not drinking milk though
15975,7,neutral,jessdubb u would put it up once i am off work
15976,12,love,nbkorey spoofcards cost money i need to make my 5 free minutes last thanks buddy
15977,6,worry,domezydrate i agree i missed a lot while i was away and busy and now it is like a whole new place
15978,10,sadness,boomkatt i want more but its just so bittersweet lol
15979,7,neutral,hoping it will rain again because it is sooo warm
15980,5,relief,ratings army wives teary criminal minds yikes criminal intent takes all sorts real life news horrifying ok me for bed nite all
15981,10,sadness,lrntoswim thx for followfriday i am afraid i have been remiss with my blips lately
15982,7,neutral,thank goodness for starbucks iced coffeei was feeling so sluggish today i think its this awful la weather
15983,10,sadness,just an observation aside from the riverwalk there are pretty much no cute girls in downtown sa
15984,10,sadness,i lost one of my best friends im sooo sad
15985,10,sadness,sorry it is hard finding imeem free stuff rbdeesound like that david starfire but will like it more with a httpblipfm7a9fu
15986,12,love,my besties if only ddlovato was there on twitpic httpbitlybrg6w via mileycyrus
15987,7,neutral,is anyone out there so bored at work
15988,7,neutral,going to work
15989,5,relief,natalidelconte i did not get to chat oh well time to eat a praline
15990,0,hate,just when i thought albany could not any worse my aos leave me
15991,10,sadness,poor greg stupid uk always doing the sympathy vote xo
15992,7,neutral,me caga el spam en twitter
15993,6,worry,needs to learn lines for show else director is going to kick my butt
15994,2,enthusiasm,ears nose throat doc wants to do surgery inside my face diviated septum does not sound like a sexy thing
15995,6,worry,impalaguy me neither but its getting better
15996,6,worry,my husband just went fishing how come knitting keeps you at home i need a lady hobby that lets me get out of cooking
15997,9,surprise,oh noes not your average joes in lexington is closing sad
15998,7,neutral,friday and it is raining
15999,2,enthusiasm,krisswouldhowse i wanna go
16000,0,hate,i hate waiting in lines
16001,9,surprise,selenagomez i hope you had fun in canada do not worry you will see then again this summer
16002,6,worry,my baby has his first busted lip
16003,6,worry,ritzybee yes it has put a damper on us quotgetting to knowquot georgetown instead he is watching tv and i am catching up on invoices
16004,7,neutral,dear macpro what is this i am just trying to awake you httptwitpiccom67orb
16005,6,worry,i smashed my pinky in julias car door fuck my life
16006,7,neutral,applecored what i do now anyhoo thanks for the spank o x
16007,8,empty,i want to be like horatio caine
16008,7,neutral,ewww exams next week i dont think i can do it ahhhhhhhhhhhhhh
16009,10,sadness,justkaty guess i missed out on more than beer and a good time
16010,6,worry,not looking forward to next wednesday at all
16011,6,worry,tferthomas so did you watch i would forgottenmost of it enjoyed reseeing it but paying for it today my face doesnt bounce back anymore
16012,10,sadness,tired going to take a nap my finger hurts 143
16013,1,fun,okie gonna tweet more because i am loosing you guys or girls
16014,0,hate,i hate being reminded how weak my eyes are i overdid reading today they are sore as fuck going to rest sigh
16015,7,neutral,still at home goodness
16016,6,worry,daddy just leftwithout me httpyfrogcom13pdrmj
16017,10,sadness,my grandparents cat may die i love that cat i swear if he goes
16018,10,sadness,my ex makes me cry i wish i was stronger
16019,3,happiness,katienoonan i think ill do that i well wanna go out go no one to go out with loveyou xx
16020,12,love,zanelowe i love wearing my hood too even though in portsmouth i usually get terrified looks from pensioners when i do
16021,12,love,httptwitpiccom67ot5 the most amazing decoration of a store i have ever seen amp it is almost been 2 years
16022,6,worry,actually i like almost everything about my job right now except the part where it is not permanent
16023,10,sadness,feliciaodg it does but the screen is dark so when i click it i hang up on whoever im talking to
16024,9,surprise,httptwitpiccom67otn awwwww i want them
16025,10,sadness,thebigmac cool my boobs itch got sunburned at the volcano
16026,10,sadness,rubiosbeachmex can not dm you since you do not follow me
16027,5,relief,vestybaby i went to chicago for a few days and was twitterless while i was there
16028,7,neutral,millsthemusical lauzzaa i hope you have listened to some of these songs they are so funny l i still have not heard about ticks x
16029,6,worry,bored bored bored wish i had something to do tomorrow especially with the weather we are to have not fair
16030,10,sadness,themikekelly sorry mike was assuming it was music that was missingi do not know then a mystery
16031,7,neutral,its too early to be up wishes i could sleep in today
16032,10,sadness,i miss talkin turkey i really miss talkin turkey
16033,6,worry,traffic along mcarthur okay keeping my eyes on the road and my hands on the phone err steering wheel
16034,11,anger,acmcwhale i always feel guilty about it
16035,1,fun,tonight was just a warm up for major night out in west end 2moro gorgeous dress killer heels fraught with problems as big crowd going
16036,7,neutral,exotic i have to use the bathroom
16037,3,happiness,quirke i wish he was still around there was a litter under our azalea i caught dd in the back yard 6 am with bunnies in her lap
16038,2,enthusiasm,aww chamber callbacks soo emotional
16039,4,boredom,facebook will not load for me damn it i am bored
16040,5,relief,browsing through the web and expecting to see the pms forum back up but no luck
16041,6,worry,i feel bad over everything how can i be so stupid why was i so harsh its my fault i know it i am sorry savvy love you guyslt3
16042,6,worry,so upset
16043,10,sadness,seems really quiet tonightam jealous of those who are clearly having a more exciting life than me off to bed i think
16044,6,worry,has a tummy ache
16045,6,worry,yeah its friday i thought my sis was coming into town turns out she is not so sad i miss my babies
16046,9,surprise,corruptjelly quoticant live i cant livequot lmao oh and btw oooowwwch my foot hurry with that plaster im going to bleed to death
16047,10,sadness,joshjnap i am honestly incredibly upset we could not make it devestated even we would have lost a whole travel day and it just sucks
16048,6,worry,that sucks that u have 2 go through that id b pissed 2
16049,5,relief,katiff are you feeling better sorry you are feeling under
16050,10,sadness,off topic missed both motorcades the secret service tricked us all bush clinton
16051,2,enthusiasm,i am oh so very bored buut almost 2 days til i leave for france
16052,6,worry,stuck in awful traffic in the way to the wedding ceremony is supposed to start now ughhh
16053,6,worry,got my report card back i was at 88 for my average and i went down to 82 now i have to kick it up a notch
16054,7,neutral,colenesmith
16055,6,worry,jaykpurdy awww poor jayk try to make the drive funand eat something soonhave a great show tonight i wish i could goi live too far
16056,6,worry,i think max my cat may really be gone
16057,10,sadness,is going to sleep now
16058,6,worry,kidcalloway sowwy i had 2 get up at 630 this morning
16059,8,empty,grounds himself from getting more toysonly cause i have officially ran out of room to place them
16060,10,sadness,thesandman gravewounds hursty02 samvoaden i miss you guys so much xx
16061,6,worry,ahhhhhh i feel ill i dont think i should drink l lmaoo
16062,2,enthusiasm,im a pro at bbqing like everyone loved my food apart from the tesco man who said he was in a rush mabye he didnt wanna be poisoned idk
16063,6,worry,learning all about nonpayment from a client for a new business this is a headache i was hoping to avoid
16064,10,sadness,rawr333 yeah i could not call my dad mom or brother either mom on the phone dad phone card expired brother at work
16065,6,worry,my phone died and i really need to go home to do my recap for capstreetteam from last night aiyaiyah hate running errands
16066,6,worry,brandystrippers oi are you mocking the fact i dont cry at tv things feels badxxx
16067,5,relief,mom just quothe wouldquot me sigh she is wonderful and it was just a slip but you would think after coming with for my surgery it might go away
16068,6,worry,soo fucking stressed outi think i could possibly lose it
16069,3,happiness,cliojlh lol that is a special kind of magic though and did you see the special on discovery they think nessie died
16070,6,worry,av ad a realy gd day wiv ciara connolly at park gate west kirby and new brighton fukin funny bt sunburnt luks like drivers arm
16071,6,worry,j alexanders i am sorry nintendo but if i am in a collared shirt then chances are you are staying home tonight
16072,7,neutral,dang need to go to cousins and i didnt upload all the videos now i need to do it later
16073,7,neutral,daynanotdana they closed all three locations
16074,0,hate,thirdgradehater this traffic is ridiculous im may not make it
16075,7,neutral,yeah p
16076,10,sadness,bogwhoppit aw yes we had it out for weeks got asked to return it in end i wish they had just bought it for me never mind
16077,6,worry,jonathanrknight oh you poor thing so sorry babe
16078,12,love,keithahundred yeah i knoi am tryna change it bac but its not lettin meeee
16079,12,love,davidarchie hey when are you next in the uk
16080,3,happiness,going to watch some tv now crazy night out up at 7am for work tomorrow i will live somehow at least it means i finish early
16081,6,worry,alexlpz yeah text me i wnat to go but my car is broken
16082,10,sadness,what i am gonna do life is not good no more exit in this hallway i am stuck in my world
16083,6,worry,jennvy hey sorry this is late i leave in 30 min rainchecktomorrow
16084,6,worry,damn if there is anytime i need my car its now dammit
16085,10,sadness,one of the most random phone calls ever my god kill me now
16086,6,worry,siansburys i have lost count of the number i have rung today already were going to wales but i am due in court on monday
16087,9,surprise,angelaisshay oh that is what is up i tried parmesean primavera last night and made a culinary abomination it was pretty sad
16088,6,worry,i do not like thunder and neither does the doggy
16089,9,surprise,bummer my phone gets disconnected on the weekend of my birthday darn lt3
16090,9,surprise,lilyroseallen is it true you have a part in neighbours i have been brought up watching that showi wanna be on it
16091,6,worry,ugh i hate my life no one is hiring sigh stupid economy stupid bush
16092,6,worry,my cat is anorexic
16093,6,worry,vintnerscellar if only they were not in shelby twp
16094,7,neutral,listening to revenge by kiss to get inspiration i do not think kristie is really digging it though
16095,6,worry,jamiebower you should come to chile and your band too why everything happens far away from here lol we are losing good live music
16096,7,neutral,no new episodes for hitman reborn yet
16097,6,worry,bpvorsight thx for the suggestion i do not think it will be easy to convince her cold calling is not aweful tho
16098,6,worry,trips are soooo not fun when you are sick
16099,6,worry,holy cheese sending things to the motherland is muy caro
16100,10,sadness,lulion07 i am praying for you sorry to hear about your bro man
16101,6,worry,why i love so much why your make me smile all the time why your so special but i cant have u i got scared to try
16102,3,happiness,danny30011980 gavinmusic great pichave to upload my pix tomoi have no laptop tonight
16103,12,love,ddlovato httptwitpiccom5h3ad and brazil we love you too
16104,3,happiness,sunburned on my face amp legs fixing to be my arms tooo
16105,7,neutral,mitchelmusso my friend sent u call bck messages i dunno if you could reply but she has no credit thts all
16106,10,sadness,i just banged my elbow and its bleeding owwiee
16107,7,neutral,akara it was hours ago i came in and it is only now i realised when i went to buy something online
16108,10,sadness,mitchelmusso not allowed to call as i live in the uk my parents say it will cost to much sucks
16109,0,hate,toin9898 wow that really sucks
16110,10,sadness,i wish i was in jonathon ross audience right now
16111,0,hate,msstella damn you could have just called or told me in person you did not have to humiliate me in front of the whole twitterverse
16112,9,surprise,why does it matter who marries who as long as youre happyi find it so wrong to say ok u two can marry but you cant
16113,10,sadness,just watched bgt on catch up aw i felt so sorry for holly
16114,7,neutral,cocabeenslinky exactly
16115,6,worry,martinhavlat aww that sounds sad
16116,10,sadness,niqa86 i miss you too mojokins i go there but not long enough to comment will do more this weekend
16117,6,worry,doing my fieldwork databook slept awkwardly bones all sore
16118,6,worry,throat is reallyyyyy sore i can barely talk
16119,6,worry,clareies i am 25 in december that is not good at all next big birthday is 30 after 21 it flys by for sure
16120,1,fun,i am so thinking about skippin out to ny in the morning but all of my plans were for tonight well most of them anyway
16121,6,worry,my best friend in the fucking world is moving ahhhhhhhhhhh wat am i 2 do im not a happy camper
16122,7,neutral,jayhostdc went last year i gotta go to my friends party tonight though i can never win
16123,1,fun,why i love so much why your make me smile all the time why your so special but i cant have u i get scared to try
16124,12,love,jennyowenyoungs i can not believe you are coming near me but to a place that i can not get into i love you jenny
16125,6,worry,please do not let me get obsessed whatever or whoever is in charge of my actions you have been doing such a bad job lately
